2170,Лада Приора Седан
2171,Лада Приора Универсал
2172,Лада Приора Хетчбек
21728,Лада Приора Купе
2113,Лада Самара Хетчбек 3д
2114,Лада Самара Хетчбек 5д
2115,Лада Самара Седан
1118,Лада Калина Седан
1119,Лада Калина Хетчбек
1118,Лада Калина Седан
1117,Лада Калина Универсал
2121,Нива
2131,Нива
2123,Нива Шевроле
2120,Надежда
